index,id,x,sin(x)
0,1,78.030942656548,0.487193950639
1,3,-73.858541188930,0.999516003852
2,5,-92.048100699488,0.808685325018
3,8,65.287226354916,0.633616844650
4,10,6.415583312871,0.132011538680
5,12,91.261994913013,-0.155178321533
6,14,-7.614738402678,-0.971517582601
7,17,84.747631040084,0.075299267116
8,19,-25.215764541696,-0.082927967686
9,22,-69.005328852051,0.109489578725
10,24,78.468745329777,0.071011194084
11,27,-94.642054477646,-0.384138795155
12,29,-41.699522267636,0.757070702954
13,32,-20.251192799469,-0.985726625138
14,35,61.457741600401,-0.980719808643
15,38,25.418864547108,0.282235279262
16,40,81.584979491765,-0.096280127024
17,44,11.279460409292,-0.959974232431
18,45,67.983850741975,-0.904918268406
19,48,-89.902408620171,-0.933401538512
20,51,61.246969021972,-0.999900769671
21,53,86.163138585047,-0.973515857548
22,56,-27.194082901459,-0.882076073499
23,59,38.189584264792,0.471042668840
24,61,-74.137086074816,0.952437626220
25,63,66.537279576514,-0.534430536135
26,65,-36.329253670107,0.979879764182
27,67,47.440451647941,-0.311301088456
28,70,19.353928686624,0.483258405202
29,74,-27.258631206541,-0.849851087761
30,75,58.994113003223,0.641266294110
31,77,39.696228774282,0.910493426046
32,79,64.375785920011,0.999639198458
33,82,79.893178400801,-0.976454155776
34,84,66.379860811483,-0.395318974455
35,86,81.991543179669,0.305186423848
36,88,94.982717959041,0.670541421497
37,90,31.223917242696,-0.190831646846
38,92,62.397912745135,-0.420449178938
39,95,-79.451202753546,0.790353886226
40,99,-52.494308407495,-0.791198768371
41,102,-24.130957457227,0.842433421434
42,105,39.847210925547,0.837937759893
43,108,-3.010950326176,-0.130271023220
44,111,-16.955553404104,0.948221980545
45,112,27.732360701017,0.515827404399
46,115,51.857998942402,0.999764126638
47,116,11.504578611784,-0.873230141220
48,119,38.691075738031,0.837101934929
49,121,82.651824419296,0.825120482254
50,124,-95.077435135308,-0.737698851270
51,125,67.475663273024,-0.997649396991
52,128,-23.358952823616,0.979467757497
53,131,-40.245794927321,-0.560433862197
54,132,-98.740581348096,0.975987442659
55,135,-12.488514364223,0.077777618453
56,139,47.587456064747,-0.447140834067
57,141,-24.847910768476,0.280994746451
58,144,-1.350106725069,-0.975746725773
59,146,-97.192069799123,-0.196024844494
60,149,-50.112640606992,0.152247464780
61,152,-30.572951942892,0.746625252922
62,154,59.337335525471,0.345643901217
63,157,87.679872856839,-0.280890120567
64,160,-79.895586095478,0.976970724994
65,162,47.080530863609,0.043345355730
66,165,95.287423804384,0.862224057816
67,168,41.177151146044,-0.330135055960
68,170,90.352934877073,0.684014659889
69,172,85.569506447485,-0.679077203118
70,175,-17.993813292663,0.755058034832
71,179,-32.381004211706,-0.822093143846
72,181,53.821674052236,-0.402822882524
73,184,-33.070354456351,-0.996504916106
74,187,-83.462667953971,-0.977934369459
75,190,79.711643477233,-0.921461921177
76,194,57.466954376780,0.794562447834
77,196,43.493109186776,-0.469909246581
78,198,-11.201961594859,0.978777632244
79,201,50.178407734032,-0.086964731578
80,203,31.579665883694,0.163008670328
81,205,-27.860542874167,-0.402083267810
82,208,-24.335404520273,0.715498015853
83,211,29.926384832750,-0.996700658941
84,213,-88.872635161158,-0.788299811860
85,215,-84.348142775770,-0.457212937770
86,218,-81.619401731222,0.061967534458
87,220,61.021005611567,-0.971325819031
88,222,-86.938508383424,0.855277383770
89,225,-55.136125101106,0.987504001099
90,227,-69.573437898944,-0.442513424854
91,230,36.118179502983,-0.999948631057
92,232,-74.808224111218,0.556360669711
93,234,-48.528376922481,0.986202469542
94,236,-12.406472717071,0.159217407201
95,239,-78.066477742478,-0.455860343314
96,241,-37.086791669202,0.574767642381
97,243,-29.853626395279,0.999963907627
98,246,52.228572866791,0.924034443198
99,248,-80.229763219007,0.992909966895
100,250,86.292065316615,-0.994829694735
101,252,-34.784185313876,0.224730179947
102,255,-14.672868902469,-0.859910528669
103,258,-45.863808501222,-0.952115202161
104,259,57.621954062159,0.878773595739
105,262,-9.335206750975,-0.089451486172
106,263,-83.352841358197,-0.994940466167
107,267,-85.924646311597,0.891952167919
108,269,-34.050149161026,-0.485880268015
109,274,-61.578977732844,0.949887353880
110,277,67.573056263435,-0.999584899336
111,280,-87.662928213718,0.297111469276
112,281,10.846943263903,-0.988974728614
113,285,14.122232303130,0.999888480366
114,286,-7.577944266586,-0.962142985894
115,288,89.765764491617,0.973581094301
116,291,-31.045213544172,0.362280081677
117,293,76.889815577921,0.996864968177
118,295,-13.791971808190,-0.941009441370
119,298,98.895968100500,-0.997939856451
120,299,60.100692088087,-0.399005184270
121,301,88.326779637294,0.354318640221
122,304,-24.104077132784,0.856610475820
123,305,-18.915037039318,-0.065434333074
124,308,-42.622491223028,0.977823976493
125,312,-9.893187743540,0.451467926096
126,314,53.022220656991,0.375424240998
127,316,15.979832376560,-0.268532362200
128,320,-24.375379406968,0.687006803290
129,322,24.478658451040,-0.608431585928
130,325,47.834540133582,-0.652326818425
131,327,82.676582132921,0.838853228602
132,329,6.420720447520,0.137101949753
133,331,3.564269035912,-0.410202764843
134,333,-79.482591118207,0.809191520561
135,337,-75.666044307204,-0.264630382901
136,340,28.739333060342,-0.448422066754
137,342,-10.807109768084,0.982293066522
138,345,-84.735003915179,-0.087884205825
139,347,-69.486155632641,-0.362656852199
140,350,-84.098405748942,-0.662832918401
141,352,75.874272576112,0.458270965637
142,354,-67.705230863556,0.987069265117
143,356,84.590120434577,0.230781913030
144,359,-99.284150443165,0.947975337798
145,361,60.520383569779,-0.738014477526
146,364,-39.293354782737,-0.999725140765
147,366,-51.049152874147,-0.705884025000
148,368,53.642172806617,-0.232937994764
149,371,40.696376348435,0.143827595858
150,373,77.235253708560,0.964768650211
151,375,82.628320282917,0.811614976985
152,378,-54.937875025008,0.999200250104
153,382,-15.703297962228,-0.004665288798
154,384,-66.827550148655,0.753982919581
155,387,-57.833046655558,-0.959262166099
156,389,67.979656246231,-0.906695418834
157,391,83.090093636640,0.986888652875
158,393,36.318293216278,-0.982008446427
159,397,-18.148625987607,0.644928661286
160,399,-55.574334297306,0.827327667483
161,403,67.060001940546,-0.885028959964
162,406,55.347378057131,-0.932505646195
163,408,47.469101167009,-0.338395578375
164,410,71.740443147901,0.493568308671
165,413,94.502285992342,0.251767724466
166,415,-18.008112262987,0.745605932079
167,417,19.402793784604,0.525444841909
168,420,47.688399460199,-0.535001613006
169,421,-46.658090232195,-0.449137332414
170,424,52.626611892745,0.703608651884
171,427,86.100560345803,-0.957313047959
172,430,74.937724321578,-0.444395508471
173,431,-76.767322521037,-0.979727926401
174,435,93.457846470712,-0.710306209608
175,437,-39.402511559633,-0.991221045674
176,440,21.803164895777,0.186878476995
177,442,-66.448591003755,0.457467637349
178,444,71.685189425748,0.540845177759
179,447,45.278457552200,0.962523997332
180,449,-86.976491053750,0.834983746083
181,451,3.619706924729,-0.460105723570
182,453,19.097125902554,0.245048755533
183,455,-8.415590126587,-0.846399606277
184,457,18.448350632907,-0.390528203527
185,460,-36.108948487855,0.999812464967
186,461,63.966350819428,0.906322043056
187,463,-81.452209749004,0.227197781642
188,465,-64.625997540114,-0.975161317108
189,468,-55.857509234446,0.637430266622
190,470,-5.181345912869,0.892040194074
191,472,83.490367922662,0.971773089178
192,475,98.307142879328,-0.794249039503
193,477,20.842863527299,0.912062061934
194,480,84.111509647316,0.652964520712
195,482,-26.672806161285,-0.999527827867
196,484,-98.439618187855,0.867545565304
